id,sequence,label
192,vljbdtbxyimvjhcckvsuozoockrwed,0
193,ulyymxywazmdpackedjlkdndiligen,1
194,ceruhrjwwndvjbouwnlmuhxmbqzskq,0
195,eucxugfkmyoeiphxbnxmkzhfriends,1
196,chpdgwrnmbesizmhfsrggxkegwbmjb,0
197,fnglhhtwjmafazhlykwaxjilugjkqc,0
198,pgqbaacqpbvisbetrayosfewwnmmrb,1
199,ruohwiwjyahtglldaozitomzcharcg,0
200,vzowydtrustoxegxyluektswbnefhz,1
201,tpprcyjjlinhcbxpwjbcjixclavnbk,0
202,dgwtkgffsmwatsigoeszuzwyywnntg,1
203,soqrtabelzoywdqkzephivbvledzdw,0
204,lsqaeqcbzqfsxbihpufmohnuuuvvjk,0
205,ltkhotywzuhzgryxpswitzerlanddq,1
206,tiesbkkwahouykmfzjpowdvvcjkbsd,0
207,olrwtmqttvjrbtckmyxmitalyoqayr,1
208,uikvnhjjtwwgqwcujdhevxcdhjnoat,0
209,ergmnjlkvftbdqfadqdrqcjbrcrghz,0
210,dnhxgxzglknyktbiojjbsroadmxyvt,1
211,vuwmszibakqpcvxmoiywqmqzrikbll,0
212,hibxlkvzaojaubxhihnoihhwtgmxbs,0
213,uescsncujmalabnhgvqgbhzmzmoiyj,1
214,gfebtesbftnascendscxjvybhkbxlz,1
215,oyqveijqyqqytepxjghujzqydfwotz,0
216,mdqemfibcgrkeootanrwcsteeplyoy,1
217,ujmjwjtpdqkjsyqksumfrmnyzycalb,0
218,wpassengersqoubjftyyfvdwvrpnqg,1
219,zxqztubtrarjdiligencethlboeajk,1
220,pjwalkwovfwzhvuhbvmofsowfidwwe,1
221,xvtpcfvevxjwqljrogyhwklwqefklu,0
222,wiaxadknttinnatuaabybomqftfvgc,1
223,lvepdmgnuksooqxyszrdgxgnkuatnm,0
224,idaubfmutwyyxonlztusisnucforpl,1
225,mpxvvzginsstwlgiqvyurdofqopchy,0
226,bsyabimvphgorgepxsmayjgzbcrwak,1
227,hkgeugyrjsklazuynrkrmakepqzlqb,1
228,igemhpqcrvdlbkkpcawxyummcjgksb,0
229,zglvcsoupqyfdtdvckgnmowsepiadd,0
230,asgreatersbpartctjeucypzzftkht,1
231,afbwdvivwufeirubqflaufstfmgxuq,0
232,tpwleuwzjgxiyvneugywsqravinejg,1
233,denyxdmfveruhvyxvjuisetrgepslq,0
234,vduiqqeglwloczfdqbrxvomajrenqf,0
235,cfudavehicleuergnquwecxodbbzhr,1
236,kfrpdmduenuzsntdmuxrvwvuteuzjf,0
237,qhtvjgtovertakebvpjktewusiudic,1
238,hdbyobjpufyfqexcwptxsoljahijhd,0
239,drmejwmrprbjtfpsvvnaenhrancgre,1
240,enepkofkrvarlzqrjgcwifegdrxptb,1
241,zjbrummqdqdecurkgulruhhupmhnlw,0
242,gbwrtcdaughterwmfaabfarpihrtbv,1
243,xfwacukypqznwljbiqrwgydlmmeaqz,0
244,agflrqlstnxgyvwkkophadzwstbjnp,1
245,qfbyjqszefivyxgxakjtgykomitted,1
246,ztivlqntocrzbujueyiuiugdiligen,0
247,ceotiezfjezfyaikhxrxkvgopjgfmj,0
248,wrprhzkuqwgqwaqozdanfcoygmgzqf,0
249,avptagywwlapcwyxsljhzyqetnzwdm,0
250,stlpassedirgucxzmyecwspiesgxhr,1
251,bbenadnyuigjrnfmxkrjgtmusgriyb,0
252,hyguhmoolxpdefileldbczzsirghgn,1
253,fehccrphxzaxoixmhemybbewqdhcna,0
254,fceopvkwzskpvontynunlbaphdvoqq,0
255,jtfvqaaszjduhorsesrlznvsyufrnz,1
256,axzviqeawtzntgnxryidnyuplxyxvl,0
257,wrgnitldzutrottingnzfgyqxlipew,1
258,ujxtudkxhxebuanepyardsndnmppts,1
259,lgkrlevelsvngmzaijjxswiphvsqww,1
260,vahxaovedcdinoiaphngcvfqqnrnua,0
261,xswjpndmguroxqhudnhdxlxdaaagzg,0
262,wplmbgyrrportionihrksgfkrkhglq,1
263,dvohmogwiinonkxejreklowtbbptgs,0
264,rvqjdnzroeroadvwhrdojcnwvkrryf,1
265,mileuqbzwmogqzvcpnybzifvigzyoj,0
266,tibcbhsyffqmanlmykkaoompmmvreg,1
267,dbzzgfhhmipndwffregawcwpnsaiml,0
268,xrxirkkmgzfpshxihjerfwpbxbjhcm,0
269,zmanovnosesvludlffpotfdvmsdofy,1
270,dvkdrnfjjfxpresseduzssbgsutlez,1
271,debutvqnbclosevddbcklospfuprbo,1
272,tmkgcwqsbgrfgglassecstuphibbyp,1
273,tknfjjdmquylspjtcygqcyjeutqonv,0
274,jdfhofacuocouplbtljwamwdxvgbpk,1
275,rkwindowaksqresenfvfrfnzjqlhmy,1
276,zzecfyhocjhlmwfwerlncnbseggeaw,0
277,sakbkfuopukuzvzzifkdwikzrdfatb,0
278,hxvmwybrzwzszrbzfonosexxaupart,1
279,vnjxnscwetkusacnfujzjmhknkcpav,0
280,wcjushakkzxorrxzccjiaeqfacewxo,1
281,uperceivevbaffehdonuvianeckgrc,1
282,yjdmvkjrvnljhzpdovcuvzpvtwiste,0
283,dlcbkvhtrmbhvpfpdpiyshijgrohiw,0
284,uucfctxqjfmtspsxyiixlegiceyepc,1
285,zmdmojqlqnmgtoobocyssetiuvbggu,0
286,pturnedjkvmakingkfvdtnusdutosf,1
287,qxwyrhbmvhxlkcuhdxqblnymsfjrqh,0
288,cnkrnxidizjqnpainfulcuxlvhqdtv,1
289,ksmjpyjdmyqsfaxiuueijjashvymxx,0
290,iimprmteyyiozzbavmvykydarlsbdw,0
291,xczjmlxvefoqqctjqnnefforthesue,1
292,mazjdzxrajjlxtomcrrivfqcuyfito,0
293,jglsqekscjocxthwmsalryfngzzeqc,0
294,asfvfdofwpplcakxkeyzjnncjelook,1
295,ekvmciltqofnovbbglautpbwcpwggg,0
296,kcmuwhpoylmjdidguavdpcnxnaescf,0
297,upwardsgoqiwimwrtpgzvawsuovsry,1
298,qibiydpiochphzjymbbruivbmzrfuo,0
299,nchtzjwgdsummitdjrybwxnrtenjcg,1
300,bbrkuoklrssvyrmwehgwliaowgklpt,0
301,uucpozbgaapywkushmjnduuwlljoms,0
302,tblikgtguhtrockssejfcviclpfjxk,1
303,nhdzwnkintmqpbpafyupositionexm,1
304,cpyvhjxlbmdsaefztdgtvkgcgwriul,0
305,ilwlsvbgbngkexbmrgxzilnatdyxlb,0
306,dklxdyrpinsidemhdkfllumcxgfoej,1
307,lffmizfnfswfkqlvcarriageyaakhi,1
308,cdfyjyaaafkgnebspwmqtmswikohxf,0
309,osmlfnexrkymuxcwevkaceyjnoxsif,0
310,oereroarzbzbxcrkhtvvbmnupulyln,1
311,zpuvszqmwhpxlrhunblwcsqgugrgfd,0
312,bdgwindcufwwaterscwdeapkjxfovs,1
313,glgjvavtgyjllbwvxtkwjcspjdytcc,0
314,vqmaawrbcymxmlsljfoqducavlqccd,0
315,ldwfczwsumvebpzflbspotvewmbbjv,1
316,rqguucigsfooceprmhimkcbbnslgis,0
317,unwjpracticableegercrtpobcdtze,1
318,lsfvjolbxkxmxbhspeakifqmdwdiui,1
319,hppdjtjxxgiubeckoneduibxzdinef,1
320,qnkvknfwzpvxxqjmgbngfryvqpefha,0
321,nkchekslqpjyyrxwjfingerwmdnscz,1
322,ddlwkmpeanvjzyqpltfgaenkmvyllc,0
323,lanyckrchvdsspoixmgiojuvdbpqcd,0
324,zwcwlgvykxiafpointedualeebsiym,1
325,jezhlbfavbkinbwtfahhwnymmfnino,0
326,mybloiroadirojfvcbnvzhhyvdtthy,1
327,oipfsqzvygcscyekkkazkdtabynzku,0
328,yyypdoindicatingqodhplojmontvn,1
329,feucebxrkrdancdyravfgyevcposom,0
330,oikymqpyruftfpqbfdemasdeihaveu,1
331,cxzlklvhztyiwnbvbpocvdqpxpzwyt,0
332,bojfvecvduwuirfpnwalkedniwwdfn,1
333,nrmcpnicvpnghmveeunsaomzhqvdak,0
334,cwelzrbesarebwbmgnfylulgahthze,0
335,tjxqzwtesjwnycqgwgnvlndctxxguo,0
336,understoodofdbfkszyqbpnyibsrfh,1
337,apixfdiflrcfzowkgcsddpktzhwbpw,0
338,wdpftvikrlfeoyhlxxmmkoicpxjzza,0
339,bhvseteypwhbusuteyqamomentpxxc,1
340,pfzzjunderstanddhnqnhlxpeibknh,1
341,pexlvbnjlebnsmoejurndbtvjauwan,0
342,sweringthggpczxyukgesturetgzao,1
343,famuzgkgzqdnncnrqfyrdmanrgrjpq,0
344,hwjqybngelrsubsequentlyfocshuj,1
345,mdhfozksopmmpaypkedpidllkyoyyb,0
346,vhfsmlyrwbmpvkxqcsjcafwxjjwrue,0
347,jwchxcykknewmpihlohusclurphazw,1
348,alodqixnitowdsswsvphabitssecpg,1
349,zzwskgyuwrwpmcauuwkoaslgxprjav,0
350,jwzemybfieernxnhlkqsiyxnhczwti,0
351,qqhelwduedyxviczfkujvogegbxexp,0
352,lainedrnppwlbsmokimnzcebgnqwcv,0
353,jfxazsjvewbhpgxcxbxxaoxqgbgxfd,0
354,ebbgwbwkqrpointingezrdnvelimth,1
355,soegyaxlxausawzqsfnvmgnlcfjfxw,0
356,fdhcnviuyopenohwbpobgkpevyfeci,1
357,ylixrrzyiieijctmmyomtdsowtkjym,0
358,outhfebbpcxmbzjjfoyiclawduzfoh,0
359,adzzwctiehebintendedsvhilmhlxv,1
360,bwhypvfxsignifyqzezcaccchesesy,1
361,sbxowvjakpmmotalgvzcuqysxtgwel,0
362,faecufijkkbllwnhcmzfqlautjfeqk,0
363,kyxntcfmlrijzafraidceohmmprksw,1
364,mmsorexxehrnochvuhrbfudbkoqccq,1
365,smptwfkngzhpvdvjkmjeztthroatry,1
366,elrpypjrmwjvgnxqrubusnsftmorah,0
367,jzougdoafioqunqdfpobnmmbnmlkmd,0
368,jvorvwrhevfvdnekddgjjrhouwxvbi,0
369,xojmexposingcfedphprkdioecsxdf,1
370,xeqhhmwkliyocfiguhutgovpqgftqm,0
371,mfjgrairzxlgfbpzrjaoshpbldampt,1
372,ijuvdyxjsmuspdufczukgufpxupebv,0
373,zlxmqrrnarrowvbqdpahlcrwnixbia,1
374,yqamfdyumwgwtnbfjgktikjnzxbkbb,0
375,yyvjyyhbxzgzaxjtfhsmrvrmvctpas,0
376,sageynfnxluihbxbfjxrvfbuxibiig,0
377,igpznymggottsbsferqyxlzlxfwjgc,1
378,qghzskfafbhzekdlmkfgxjdyobaqql,0
379,mgncwhjnieydwnnotuaenvoscqkcon,0
380,ductorlmxxggzuivxpzbmlvphrpdgh,0
381,zxdikxxgcravymnerhpzueoqxlnlyu,0
382,wmfwcoveredkzsanbrndznmhwucwrl,1
383,bqzrpgzdiwelmdobbnyjuajcmitrqf,0
384,wfgseatdmoumpkfkaivlinmcjfdpno,1
385,alezblgvlpuzvwldzpskasduzeljzm,0
386,jdjklgxmzgscwsvlsdhdrnofnprxgp,0
387,ilybackogsnwfnobwdtandessjjtgt,1
388,vgiklyekpedvyclwrqbyxqnramssuf,0
389,xttasobrfghqgavdatabrhzwvmjaha,0
390,qkhhtoeteidiligenceoykbxkjsndc,1
391,rqoxpqowqcmweehckjixlssxpositi,0
392,onhxfdxisrkiyrdletdtmtqcxencou,0
393,nteredbpirpkjdriftingwgnwoxkdx,1
394,rkiakwurnapfrhewnfewihxdaagugx,0
395,ufcscwklyqzebtoxjoklbqvxhgqlpu,0
396,zakrobdweheniyrfomrsnoqmxqknsn,0
397,owofsjcmavvlmvnczsgdbvrjnbapiq,0
398,xsykythfgansplugenxoftqesbhcod,1
399,oegwfhzapkylyevqvuscpmktepsife,0
400,uygincoldestooeeapassesqjxpqxd,1
401,kamadgshmeidjozfnjcyyvigujteaq,0
402,uxrdasnfgypmwlrkqmvkoyavpenult,0
403,opvhdizkzydxxolpxvytfevraoylsy,0
404,zsfknxthfkqritykiuacixpxalvefz,0
405,aruatzpasswczkkaycvjhyownxzreu,1
406,cazpslbahzzqjvnbzyylgvqtdhnlan,0
407,gvejjurzwheogrcizsadiligenceed,1
408,qzoubdvplaskhhlzcfhyheeximshgf,0
409,dbjaudwrdngyrhdqrzmstopsngkutw,1
410,intcvscsslcnjohoiorgmklmjluwtl,0
411,fvysdhvfsymntuauiwerkzdzkhdhlt,0
412,usiawhilemqvbnsydjcfrpkcgtrlxf,1
413,bjxdnoucjmmhqrntfyzwijtvfdlxuw,0
414,nuvniityhovrpbxjegrxzaigxuqpyr,0
415,ememberwdzlzauwhflhmhhsczmwess,0
416,ginkxaustrianqmbabgzxzzagyxyrq,1
417,fljsteusnrrbezztkauxcwofficial,0
418,sfxebqlyxslbjfgfrwunusnydgsbde,0
419,mandtmwiwyfhoeuvytfqzwwuzszpdr,0
420,kxaintzwhxpgwptravellerslmucoj,1
421,uqkidgoahokcijjhbydvfbnyzbhnkq,0
422,afscfowzutlktcyziwrdrpassports,1
423,locxvhemkvmtbkxbbcnesaiahigzxr,0
424,vdigbokactvdoyndaystdlaepvgzjb,1
425,zhayqptqfmehcofficialsogxiawhp,1
426,srkkbygqettyjaxttcxayocxpqvdor,0
427,wxntopxwvjanvsnvhtgrdvdumnzydq,0
428,rxglpqiilrmgllicatcdhaveeligpe,1
429,ezcuhtykretreatedsojeecweudeyk,1
430,vfuddwvyvbecozzegqmrrsvluohbvp,0
431,dquadrilatlnjepkasgzljjbuspkju,1
432,awxjfuehpmqoffrsgdewpwahopemcu,1
433,lxtqfgypgnhtrhylxvgdwqiczfikhq,0
434,lgvuylbapwerezuxsuglkddndbuefh,0
435,bhmakeqpuemqrtgolnxegmkbehewjc,1
436,sntxretreatxjigukemwytkpybcocy,1
437,ieailierxgzwmbjbjgcwjnkvkfdqme,0
438,juxvlaqibckfweebemkfttsczuslvh,0
439,fmgesgiqbztvwyqneddistrictqixi,1
440,gfjhczecruqzyxjqqiqxauzxhpkuop,0
441,rrjzmznxscdqzqgjernxuxwdpshnbe,0
442,hzdwyirmdrbbelongsiwmmzsavkzcb,1
443,jupqekingdommjwpozunzadkudgcux,1
444,cfrwfqjedhxgbsmoosyeitodkvwssr,0
445,wcvitjnbpkhphlitsmvxyxkwqijhif,0
446,wkaxymwjffftrdxiuisunitedvvafu,1
447,gjnfmrzjlwqxfnjeprwaxhffxgkkum,0
448,bfkdqlwazjiubaotwhfmdnjwgjxbvu,0
449,sitalyspyjiqjmbzgikgxxbuixyodb,1
450,lhtmwbizaktwxbkgxdqlnpqwhanepl,0
451,pctochgmlarnlvznfrplaceqytcavf,1
452,qfflbbsdrqvgxgqvqnmqgdzzvyncnm,0
453,lawxymupjeboqovrefreshmentuzyz,1
454,zcihnwcpzhjexinegtqskjmdrzhosp,0
455,icehxyumifesybnoywbqcuvnignuot,0
456,fwauhiisivccrxpoyoowqggemzagnm,0
457,momentsbswhzphoizhyrppxwyuuwsy,1
458,gwydjzzudlhxyqxvojdvmgrpiktdgv,0
459,gqiigpdiycdodlurkeygenfwxejdul,0
460,zcnqieehgkostrefriendjdqnmgjvq,1
461,mnttdrpugjpbfovodxfzbjosjgzdeh,0
462,iljkgklalmarikwymkvweakvkhzjes,1
463,vrplintthqsnjhayojmfwwzmqxrfum,0
464,gchnsxpzbyrleedgnacptuiruiekts,0
465,choxpqdnmdhxjqojthroatylwxhgcw,1
466,cbtgbucgnebyflttfeegiaccompani,0
467,edszewzikucjpmtuopaezibgkbarad,0
468,gtetbakraifwpcrtlwqnqhnrjiltce,0
469,hclocnkasbjrguendhviokjuvswlvy,0
470,oroladiesinrrfaefjfuuhzetrahrq,1
471,jrlspnhjvojcueastvhjwhekowhave,1
472,qottxdzjmioxtjvduooulcukzrrlhl,0
473,kmtxxyptekzuauctqlavahmkumngiu,0
474,vtmissedmileedpqyrowcvtjsytazj,1
475,lbvgkfpvxmgxdbviqjangbcicuhona,0
476,cgsdmalafodlbobgqdqxfackdwkowc,1
477,awmkctoqgkjezytbwznyyvkcrlknlx,0
478,rfrfaqstoodluwnydwemfanafqqyrd,1
479,tbtdlfnbwwarmingpaowxzakpabjgf,1
480,mhbmsjlpdocvwosbqqrvvuielznovh,0
481,yfquelxroyosnrdqrddflxhivpoean,0
482,uvycoqnanycmnqsomyhvlkkvtoesep,1
483,vbdfxgmallevogntpgogjmtgtynlmx,0
484,fdmfejfitbciheyjoyghexudvzjkoz,0
485,yhugeijrgbdwcoveredndezmjdepyz,1
486,stoveknqgllybolsxnhmqjxtthkgeb,1
487,oehuteoocxbseuowkksbthxegmohwt,0
488,wgccfmissexnrhtwzydoxsdcngnrrt,1
489,gfdeudaijiyhlelderznfhadbdinwe,1
490,rpncmdpgsladiesinqargzjuzryjfe,1
491,iytuiryfydzzkrvltwpsqcwdyounge,0
492,rxkwcdknjlwkufgentlemanjwwluhx,1
493,nmgyrsyanvhipndskiypozmdrinjcy,0
494,bcebwpziaaukzmmoovjngznyihiold,0
495,ervrxooqftegxferrsqepprvoieywp,0
496,kcqvpgaebsoeguhdutraxvylkxnxyv,0
497,yhjplcompanionmiwfbqofgmcgmugk,1
498,jjrtugnrajwhemjqeecvmkksayyhgn,0
499,dyiajicobvxesrtvanegbeautifull,0
500,ymnxzfvgfcrmtydffvmqczmnrooocq,0
501,gogaffpvuvuwfeksccsrohbtuoiplm,0
