id,sequence,label
204,gfxagvfcfmfblepchaxjyfvcqifpxo,0
205,rnswfcgbnrjlongmjpcsmxnleacamn,1
206,nsjncbxncbwvntuqnhbbyezmzgkgqm,0
207,frkjsvzsyutnshywnuqusvwnnbayag,0
208,oaoaszzzzirzqycsxrdatidraavgsy,0
209,fxdarestaurantagibpkzxyohbjqga,1
210,ugcwdaxvhodlzlpxovojrhoyqelbwq,0
211,bjjbosamfmnyazaasbtoozstorenyu,1
212,mwzxrkrrymmrmryzgtgazheuslsuhb,0
213,gccnzstandsdowcxuwpujnhewxdfbw,1
214,dqlmlfwcpospvjdtrmrpmjuifxybiz,0
215,jewzveyimbqplpawbigkmruawbxumb,1
216,dshetenvbejoegqaynvgsmkiwjlqns,1
217,jznjrqsftkvxukhdbywhwiwwubvhhk,0
218,otmmqnspegpbonmwbradyephuxlbor,1
219,wfyxeupgtxowfbtvxvcqllfhffdfuc,0
220,azyebxtyhmdmmoijcfjbxzheupxpzv,0
221,iwcfrndovogqgphcfkyyxixobxudre,0
222,staurantkprnvfktiqzhidajmqowbq,0
223,sryearsggmewnddjmommjciuxqnzsf,1
224,svsuqrljutcbalxqnbjxfrmmhagogr,1
225,qvuhrxlhzwjetcjvwpghcxakkjmvuc,0
226,yjboszeupzibdsprlnqbipkyvbpsbn,0
227,ipieqfmalnswezykakqkixvcibhaue,0
228,wpolicemannqfefkmayvekkrvpfsvi,1
229,cofwdehytwfhkkzboabnnaooxicous,0
230,wqibludmcvjerfnnzowbgzwqtbgwjq,0
231,tptivkeviztornuewxrcssqozwavvf,1
232,wganagomdgvzcjpwbhntwsvuojxlgt,0
233,qlwayxacatxgmoselnthcreyclnrtu,0
234,eruycolsbmycmaneujinfvaxarehdj,1
235,tlawbsfndoorwayrzdqdqwrcekcnlh,1
236,lzajdyktkcncvaajtqwnstruckyhse,1
237,cminlxwowuiqoberhzwittkjihbbrh,0
238,rthhlovmatcheyztmhieaatxjhxjwt,1
239,jlbtxcwkbhjuhuoehyongdfischasx,0
240,udnbgnirlzwoiidtkfalwowovoipqt,0
241,zdnnuaobhelithliartwggugrnciga,1
242,rpuvuhygjutnbncuwufybphgjqnvob,0
243,oapgszeczdzixmbianiwowpommnebb,0
244,tqcgqcyajmtjvbvgfnjdpulightath,1
245,mzyshowedllrejzlasdolwypaleshn,1
246,acwxbmzgdnkztgmmsqughsquareyjd,1
247,xmjawedjrffxkpzmsaejqujryezecl,1
248,faceyimjnskeennlapsqvnboerrsya,1
249,gjrucmldrepdhxlfgjelpfhoweyesu,1
250,lkxloalaiblcnuswmxbvacjthwnmcu,0
251,iyzfkuorshrjiwsaoijdxotoqpddzq,0
252,jgxlacopvslqjownfvvsfcaaofbnkq,0
253,xexvkembdwhitevjrbveuuchenlwvt,1
254,uexnexjasuoftkznwcfktrbvnsobsr,0
255,zxmctbsqgisavinlkncoawcigjpeac,0
256,jwqscaruuknconlpjhyjzevbmozmzd,1
257,asteyebrowfccvlgucpalizdjvkmrr,1
258,ffodsscarfpingzsrmtgoxuihgpvmg,1
259,jfunckiytinoxrxcpmbzaieyvqetfn,0
260,vcizfkmxftlargembxpdkeisjcafqy,1
261,pyqztuabxqhbowlqeqwnzghjwsmlon,0
262,imglvbajlepzearekroudgtgolgvhf,0
263,pxoxqqdiamondukfjescaxnbdovkse,1
264,ebixlstbatpkptzfmdqzdlxgvosfhj,0
265,rsxkkyfckuqsomqlzsmhdfeqgwrvkx,0
266,wifntnjotmqnsmrxxoddlyafjhdmoj,1
267,pbtbwdueebbmssetvenafnjcwozsko,1
268,sqrnqzdfgwzfdfjgewrttwentymdbz,1
269,sthzdfzyullplumeuwofybhryyhned,0
270,vlfyogilvzrztxcyearsmarvcthxcx,1
271,mctexbhlxlfuroqrsynnzxjejrwygd,0
272,mfjdlezdzmvxagofxhlhdadbuioyno,1
273,dhulaunighttgxfhmcoeghaansptpt,1
274,dvbbbouwwymanflljxwydztorxhoua,1
275,diyhnmnnpwwlwyjplmodlfyodinedm,1
276,pomtafpwdiswwptetryibftgxualdw,0
277,jclwkykvtraoblfgkpqjomvaktgnqn,0
278,hspbqtdqyuetpdixmwptpgezjviodp,0
279,wirrudqbigdsvskyfzkpeyymkiihgn,1
280,fejhgvchuogdwzdlqdsakmjdhtwzhw,0
281,hgqupkjuwyokztpboqregbqfsntlgy,0
282,excjpwwrjoedolyliukaaokfksfpwd,1
283,fqhxophhjbradypyymkmhjimmyfode,1
284,owyeuaohncdjzbtcwqvlbvhvhdzlvy,0
285,yqbcscezsaaoeqibmzkrblrtbljrqp,0
286,ikiskagjiikhksphqxpwziocyusnap,0
287,vlwellswgovulrocdbkgklowytgnzs,1
288,szektgiosvburqwegdtuydxkxjonpt,0
289,mchumrdpmwnvpowwbqzlnmodskdjyr,1
290,quevrvynomvtsegzxiufinestvshdw,1
291,fcqyfibesmolvayuzhuodlnvtrnaoe,0
292,chapfritblogeutdwvgblvbqhhnleg,1
293,binbvuxsqyopxquareworldxdbcmta,1
294,kiqjpkceuihkdcmiqacjclpmxkjjgh,0
295,itcnsmfdcxzfzijbvzcgqtkkyyjhsr,0
296,uyraisedlbldbsfeahuwopadtdfpyo,1
297,rkalvngckqmzdakkbstyforzpnewcs,0
298,igcqarcunozvxvdocfbrotherswhzi,1
299,ibujinmkzteebcruolcwbbfrccimzt,0
300,nossrpdhagxqjhoxhvuyzadtbjfnju,0
301,whweighteenvglmxvxpeorivepcyfe,1
302,ujuqhqqzobpkzaiyrccsxjvyeeofpd,0
303,zjimmyffecwlsvvbviucxqtcumhthw,1
304,hsomfhzlggyranwwdksyerazdctstt,0
305,kyvlcnugghwaqskspkrxdiglvwmavr,0
306,sgeixnhdqslvgltwentypvqerdnerq,1
307,ihbnjulofcyfzazmtykxeozujpwomo,0
308,rningmqrbpzpbjyfuhvcnjiqstarts,1
309,rebebzfziirjhjusjxquwkjgysfakw,0
310,tmfuqlvztpuiomvwestgsvockehemi,1
311,ljjiamygvqofvxrfvikdozpllbnghy,0
312,mwochllvrxxgoggofjybgztjceiomc,0
313,jebkrolmvvrxihoxqmjixzkmakeyzb,1
314,bqwhwbasvziubbkxwcebuzkynvxjnz,0
315,jymahxjigvuiqsttvmsgsuypdkljxg,0
316,rzvmqrhrrzsldfortuneejtyaqspyl,1
317,eapasxuhvrwnqhdgzyqbxljpcyveye,0
318,yicouldnycnugqwcrptzjqvyypvums,1
319,byhavewemcxqtsvzohedarfwkqwhsq,1
320,quhxacclguouyktfhhmbxbzgeuztmv,0
321,tdhypznbvarqycbodrlomdraggedbl,1
322,chlselxksfpuaypfqluvwywacihxyp,0
323,ftkssszspiilrtfzvadsshvohkrczn,0
324,tcllhgmwzjdkormjqywjimmyjbkyli,1
325,qpsyjkbzfzwqmuzshtdnuurdmivyds,0
326,dadpowsgrgswfhmwrvsktcdxyorkgd,1
327,uzzgaqzctltoothoughtxopjcuyoaw,1
328,mjmkoliokwhnovutwtumvyavzmtssc,0
329,uhhgyylcbabiseanhndirtibbhffrq,0
330,fdtabymdncuhktplacerabsearthxu,1
331,nagreedqpcbssxckuqifdmafpmwbeb,1
332,srgqmirsanighthdauxiqmhhcydoud,1
333,trlxmloqznguvitfqxjcknhzttimee,0
334,tpewhovombfnvirvyvtwentyxejtgc,1
335,yearsvepzzjnpykhqasjcvobuiobzm,1
336,hqatoerzxdateeosqsxruqakpuhgcx,1
337,odjdmjmxzddryilhxzkwukdvyugdaq,0
338,urtimetwhyzfwxyqzgpkijifiqbaru,1
339,uhmffkpafamwbryynkybvtoidfhyfq,0
340,soqimatternfpzmlpjvioxaqztxlrf,1
341,gabnhyxfpipkpralzvpntafqtkkaca,0
342,ioucxbolhampsfzjvpizhbbavdlcon,0
343,ditionsxienybtoadnhufltwebskqs,0
344,hkmmluupstriuynryaastzzozpixda,0
345,mxzadderglgdistancemeixuwpxskj,1
346,yiodmwpwlqpsljlsykeyaawrcuhave,1
347,lbsffzunyogdedshdtwufiguredgrj,1
348,xmfyfcrietbomrkwagbukbrcnyjsdv,0
349,zuixgouulnvwcredtbemnzkvqtogah,0
350,mzpyoyvtwentyutfgdhwmubsmrdsgs,1
351,mscprvuyuctatpvubjultnlxubumkp,0
352,efpggvlovwknczfljlksuygyhjauyj,0
353,egbijiyearspcsrplpyokhavesdhfq,1
354,fbkzpoocfrqibhkisjgbucxoljttnn,0
355,xuiajlkrtjmodduojyuxoxvyjstvuv,0
356,xlwdqtnduocgtuehcslceludestiny,1
357,tcbpuamcxxrgthcvvagfflexnvwork,0
358,edbqpnpdnkvmkaairrqesnmvykyzun,0
359,himslituuffortunesalvgrlrcpxzr,1
360,bwgjocdpkfxovijevuuekoziuoopah,0
361,rdsvyrhikfyewilmenhbnprjbdpkba,0
362,oypshmadeaumpbajwyifayvwuasarl,1
363,xgaqekbgixxppdtacwdkyhzmjlzirt,0
364,liehgoingnjoxpgyfajoigqgkanlyt,1
365,wplpyrfpxhgniqmjnmtculcxvdawcd,0
366,zxqjdpyntcswcaalonybmdbycssoun,0
367,dsshkfocdtbmhdmxiqrucrylbzbmmy,0
368,owjpaufozdllbygpjkmzsftnpuxeoo,0
369,gajqdeqhbtnqjqcvgrkufghxzxexqp,0
370,rettyrgpghegfjnqppctrjjslsmtez,0
371,knozlyzmzbcgoryunjiczdwtyzdadr,0
372,cinterestingdjtqcezljoanxbfsoe,1
373,gygsvwunwzmxsihlyzmcmfbrvmhljk,0
374,heyxmqaghlugwwpyzvgiltasmeuxpe,0
375,qbsqgtytisoingtseizppolicemanc,1
376,psoskyzqzfpgudbynrxaztxbliglon,0
377,gkmbtqofbqrkvxwujjvxzvtimejbpl,1
378,lyhsnuilycgeitzlmwtxmmvnhbyrvi,0
379,lnddajhtgpspbkmeetsrpqxmrhclll,1
380,gqoogcogqbfcwmzkrqnfwkallfoomu,0
381,odqksabaiavlrbxfugormvbatbxhur,0
382,maykcizonwwimcmseemszrgpwtiryy,1
383,itlaehamlopphhkljznrvomvdeemmk,0
384,rmxfsigzzqxbfarakcfobhfylxwkwk,0
385,ypofjvdiqbuudglehaveniekodiolt,1
386,tyynmfahkrhearddjupmavwynkfwnt,1
387,uvndtrxjhesycivzgausztpblfgvxk,0
388,tbzgpqyiarmazmhwcrmqcaaeonddux,0
389,yorteylfjmbyftrhffriendhzwgiqa,1
390,jofwozxsgdyeswbzjeyrnztevilbno,0
391,ltlvsplawmblfpshqasdygflefteri,1
392,ogrjwxkoanpumbdhjwryvdxqyilcaz,0
393,gdefthentimeoiaxraslmlujscxlua,1
394,kzwpeafbxccaahicsybnmvndintjlv,0
395,jhuwjejxmijbsqeivlhzujdzapvtrm,0
396,ghpkbrvindniezlgoqcorresponded,1
397,hrprngqscjjiferjnfodfhvarcgkgn,0
398,lvwcjxoqhqkthquwrdyearhoprdjfz,1
399,dadvfoxxdhuqdaaiuukcoyzjsychhb,0
400,cpohdjveiqjkdfrprkjbskxgtztmzg,0
401,srmscwpabrykuxyollostsmpuycacl,1
402,jxlzkjkyuavtrackadqhxoldvzpsee,1
403,sowjoqoghyqeeussoyefjtbeemwest,1
404,mbxuerjjxnknmtcrtulrnrrtokbvkw,0
405,vidbembsybedniglehfjohuldaxnhp,0
406,rettyoocngcbifitxezrwkadpgipde,0
407,xobigbefvsroqdmwsexsdygbvofxwy,1
408,mkqtbpymupybqpgniwogbtehygjzoc,0
409,tpropositionkrostbkeptdzunsukh,1
410,mjzmtuqpcizbvvuovhustlingctqrx,1
411,utmbjkzqnpykbhcprettydpwduhiid,1
412,tcqbcpmhhlcmgbladcgiqjiewuzctm,0
413,spuirlgwuvvcdsilxsophrjgoscseb,0
414,dxinpczgxoxdfsugvbsybvylivelyu,1
415,fuiycxaripgxukdplauszsqxglxjsm,0
416,osqnxpfdtstbughctnbjknowavvpqe,1
417,yjudkzahhxogsjimmyiwftswksayma,1
418,kwmdbhsqrgajfrpbnrdwmbbinoabem,0
419,eetxisyeejerpuyqxnjqicwaaliveb,1
420,gufvimagvnnfoavkdbfktruestntdi,1
421,stanchestccjkoizqirzvtqaqhpiqr,1
422,ycoghgbfcrhfbiivqhbgztgtzzgckl,0
423,tgtiqslgxtmpikgeonaobragfhzlch,0
424,apkgscsomyboujnvjnhdyylywrbqxs,0
425,yupdwnryryfaxaikugkfzxmdiacrek,0
426,upribnetworldpihvysgtzcsyraflg,1
427,cedbjjzockuymllydrforgetcwzujg,1
428,awvtwwnoigsylkwfzbliraloaphpri,0
429,sampupckoifchavvzlxxjaxthousan,0
430,deyzefbgxmxumcikauiimilesxewme,1
431,arliyhgkffbdupcjgqxrnpokmedtki,0
432,poosgwmcusfqanzbczbvruzzkrzctu,0
433,wdielazstandwcbyomawmoaovxhfxn,1
434,rfpanwmveavuwqntbriqwkmolkkczn,0
435,bdcgliaemaewdoorgipchsamgvkveq,1
436,hmibmhsnaryfmaapysawfadsgqxnig,0
437,htaabruhvzzyrcaivvlucnkcworthf,1
438,tflxrzvcwsxvtbhrgwyfjxqmkrqtpf,0
439,vhsqcbvpwdcvikgypsefgpksamenzs,0
440,llganoblswdxpdnfydpartnerdwlor,1
441,xcwswwbginukugxqcjmturnsvdxltk,1
442,elhikifflehegecjuwhdbveyyaowai,0
443,tinggjdljblkrynvlikofiajmhalfh,0
444,lmancdcdfvrhlkbdkuwmmsaritzeux,1
445,sopulleddmdvsnijeiupqevklxdvtz,1
446,fmguvjmzxnzthqgxvshxbkcwgecnhy,0
447,xzxzzymahmpfwqtaynglhiaiqelcas,0
448,bphandsomewjidsztzzijqrmfoaegl,1
449,qdwthilhacmmxqirzewhtckruoivvz,0
450,fmpxatxunojwzyxzptljdnemgnaxyi,0
451,oxrecxtnutmkowatchszmsbaijbxtq,1
452,mrqkwvzgowsplidssxbpsfplhuvtlh,1
453,xvrgdkqubretkwbgdalcfefzrfrwfh,0
454,uheokiqrpedwvsetfudtnysbkkhuxl,1
455,bjmyhqunrgccoxdiojdszmizhsmall,1
456,dqwbkfcdzopefdrukwpszjdclpaynq,0
457,cugypszelimvdlrvcibsmdkrjsvwuj,0
458,bvqmtjlsxzyeyrcdwexdiamondsqxt,1
459,zfijhqrneivxoaqdoplvewtpvqpbeb,0
460,cskilcodkusmoyzyminutesostencq,1
461,gtykqsmtiwqmtvqqpzxpymjunatejd,0
462,pydwsbxvcsupwzqbnxsxqsannounce,0
463,dyttmaytveqaiyymrayrtgsrchpqkm,0
464,oknevabgrrftaifuiguytzzftrthkw,0
465,rkoytenwbkgxvlrrgfjzaplrlhawgt,1
466,ozbvccbwbqejsupfsrkffolnnhdzie,0
467,hmdfsomeqzpbwwsdxteddpijygiydn,0
468,vrqvxvclockpepoqifhcmkjrepoebg,1
469,rrnfdoyneshrwzthpartedtpnamvcl,1
470,qlrewzqeysbikgphoeqwkqbnwxrgyc,0
471,rfifnwsszyxiouztqlkkvvchcaowva,0
472,hlurestaurantwhvbghiwoorecxenq,1
473,admnrmwitnwnmhwwwmwvdbfzdztjca,0
474,vdoorhqmjlnzgqszooelpxlmorpnlo,1
475,hprettyiydbolvikohjneaanukeuss,1
476,westdokiracequreuehhmtxumylgam,1
477,euskausjloolihmclxepyifeqehpax,0
478,iodqrogzzmoyudidnuzqyvqqkgqjxz,1
479,sypptdadaskedpldaiigdbnxfustao,1
480,tdojnbdaxpolicemanoctxtxuvjsgn,1
481,roogaqgnyzqnuptldilzwxsmczbpbi,0
482,ufuxjuonzpluvomebpitafzhezqqpc,0
483,jzflatdgkxumbrnplxutsahdvrbete,1
484,agkffdswjpjypyyuakjspxsqazzggv,0
485,vvqkvwcgjmsxdmlodxfguezsvwsaqg,0
486,dgkhhopenmuwgevqebkqgldrotizcx,1
487,hinkphyimufzuzaexyjiaktgsoodyw,0
488,vzzjimmysfmrkubacljkuhqkkigmzt,1
489,txixyouqulzxwuqlwidjvfwkmltzoc,0
490,vazhvsikzdkxrhasrgxbcxabkrrvsf,1
491,yoeeyrcqoifjfrczdlnsymjcxpghal,0
492,fiwmizmawntrhvoimdodkubtzvsnxg,0
493,ebqfcwfowkwyvizqophxjrezhyjler,0
494,bshphsazuqrhlixcrjojtbswldkvmo,0
495,fwatkindtqwslmdziuyfobcdkervms,1
496,gtjqplodderfpsxakpoenfasixpask,1
497,rzuipptwleyklwgoodoykgtsrydgzd,1
498,enjsyznecwhfellowbzonxtqrxvwhs,1
499,yejmzbktbpgturkcnvuhgdfcglioso,0
