id,label
474,16
475,7
476,22
477,7
478,12
479,6
480,12
481,26
482,24
483,17
484,16
485,21
486,15
487,19
488,13
489,10
490,19
491,7
492,20
493,8
494,14
495,26
496,10
497,13
498,15
499,9
500,22
501,6
502,22
503,11
504,18
505,8
506,25
507,20
508,14
509,6
510,24
511,12
512,17
513,10
514,13
515,19
516,5
517,7
518,15
519,23
520,3
521,9
522,15
523,14
524,20
525,15
526,10
527,11
528,17
529,17
530,15
531,11
532,26
533,20
534,16
535,12
536,15
537,5
538,10
539,3
540,10
541,5
542,22
543,18
544,24
545,19
546,14
547,13
548,22
549,13
550,5
551,14
552,7
553,6
554,19
555,6
556,24
557,17
558,20
559,21
560,26
561,7
562,19
563,10
564,24
565,8
566,7
567,27
568,19
569,26
570,5
571,12
572,23
573,13
574,5
575,15
576,21
577,10
578,9
579,10
580,5
581,9
582,20
583,3
584,4
585,19
586,3
587,15
588,23
589,7
590,9
591,22
592,15
593,18
594,21
595,6
596,19
597,4
598,6
599,19
600,13
601,14
602,26
603,11
604,18
605,4
606,16
607,6
608,23
609,16
610,7
611,3
612,25
613,14
614,8
615,10
616,7
617,10
618,26
619,17
620,11
621,11
622,12
623,3
624,7
625,16
626,28
627,13
628,7
629,21
630,19
631,14
632,6
633,10
634,17
635,17
636,9
637,8
638,18
639,12
640,27
641,28
642,7
643,20
644,4
645,5
646,7
647,14
648,18
649,10
650,9
651,17
652,14
653,20
654,11
655,14
656,6
657,21
658,15
659,3
660,3
661,16
662,7
663,12
664,6
665,19
666,28
667,17
668,25
669,15
670,7
671,8
672,23
673,6
674,25
675,18
676,4
677,14
678,10
679,6
680,24
681,12
682,21
683,25
684,6
685,9
686,26
687,14
688,12
689,23
690,11
691,15
692,11
693,9
694,4
695,24
696,24
697,22
698,23
699,3
700,9
701,7
702,8
703,17
704,8
705,16
706,3
707,8
708,10
709,8
710,17
711,10
712,8
713,22
714,20
715,17
716,3
717,17
718,18
719,17
720,21
721,9
722,20
723,5
724,4
725,18
726,17
727,10
728,7
729,3
730,6
731,7
732,8
733,10
734,12
735,18
736,20
737,25
738,7
739,6
740,21
741,9
742,23
743,14
744,20
745,11
746,19
747,12
748,23
749,6
750,8
751,10
752,19
753,5
754,21
755,8
756,23
757,9
758,15
759,15
760,6
761,18
762,7
763,16
764,11
765,6
766,21
767,9
768,9
769,21
770,24
771,22
772,18
773,25
774,18
775,17
776,7
777,8
778,18
779,18
780,26
781,10
782,3
783,13
784,15
785,17
786,17
787,22
788,10
789,19
790,24
791,20
792,6
793,21
794,24
795,12
796,12
797,15
798,5
799,19
800,5
801,19
802,22
803,21
804,5
805,7
806,23
807,5
808,9
809,24
810,4
811,22
812,18
813,28
814,19
815,9
816,16
817,18
818,16
819,10
820,22
821,19
822,6
823,21
824,8
825,15
826,15
827,25
828,10
829,9
830,8
831,21
832,20
833,15
834,26
835,19
836,11
837,13
838,7
839,19
840,15
841,7
842,14
843,8
844,6
845,20
846,24
847,15
848,18
849,9
850,6
851,15
852,19
853,15
854,17
855,5
856,23
857,4
858,26
859,8
860,23
861,11
862,25
863,9
864,15
865,22
866,10
867,4
868,5
869,16
870,19
871,13
872,21
873,23
874,16
875,8
876,18
877,15
878,12
879,13
880,7
881,18
882,12
883,22
884,15
885,12
886,9
887,9
888,13
889,15
890,26
891,9
892,7
893,22
894,14
895,24
896,19
897,10
898,9
899,4
900,26
901,11
902,20
903,4
904,14
905,20
906,14
907,25
908,7
909,4
910,24
911,6
912,7
913,18
914,18
915,4
916,20
917,14
918,15
919,7
920,11
921,16
922,8
923,14
924,5
925,6
926,9
927,14
928,19
929,12
930,5
931,11
932,7
933,24
934,20
935,19
936,16
937,22
938,24
939,13
940,26
941,23
942,14
943,16
944,3
945,26
946,19
947,9
948,4
949,8
950,22
951,19
952,18
953,9
954,16
955,7
956,19
957,24
958,17
959,10
960,19
961,20
962,13
963,11
964,21
965,25
966,5
967,10
968,15
969,6
970,7
971,19
972,25
973,12
974,20
975,7
976,10
977,17
978,9
979,4
980,17
981,3
982,13
983,19
984,25
985,15
986,21
987,19
988,10
989,20
990,7
991,9
992,19
993,18
994,4
995,13
996,27
997,21
998,21
999,18
1000,23
1001,8
1002,4
1003,23
1004,25
1005,5
1006,15
1007,15
1008,15
1009,7
1010,9
1011,14
1012,13
1013,14
1014,6
1015,5
1016,6
1017,6
1018,22
1019,19
1020,13
1021,16
1022,13
1023,24
1024,22
1025,5
1026,6
1027,19
1028,3
1029,23
1030,21
1031,15
1032,14
1033,17
1034,22
1035,11
1036,11
1037,7
1038,7
1039,16
1040,3
1041,18
1042,10
1043,8
1044,5
1045,9
1046,4
1047,12
1048,4
1049,14
1050,12
1051,7
1052,19
1053,3
1054,4
1055,21
1056,13
1057,12
1058,20
1059,15
1060,20
1061,7
1062,16
1063,22
1064,25
1065,14
1066,26
1067,17
1068,8
1069,12
1070,24
1071,12
1072,21
1073,20
1074,21
1075,10
1076,22
1077,15
1078,10
1079,10
1080,25
1081,3
1082,4
1083,21
1084,8
1085,5
1086,6
1087,17
1088,16
1089,4
1090,8
1091,8
1092,15
1093,9
1094,6
1095,4
1096,7
1097,8
1098,20
1099,19
1100,20
1101,18
1102,12
1103,20
1104,3
1105,13
1106,16
1107,20
1108,15
1109,10
1110,5
1111,20
1112,4
1113,12
1114,23
1115,10
1116,10
1117,12
1118,15
1119,15
1120,11
1121,6
1122,25
1123,10
1124,6
1125,19
1126,4
1127,18
1128,15
1129,13
1130,24
1131,21
1132,22
1133,10
1134,18
1135,17
1136,13
1137,14
1138,14
1139,19
1140,10
1141,24
1142,15
1143,8
1144,20
1145,21
1146,22
1147,25
1148,21
1149,9
1150,25
1151,8
1152,10
1153,5
1154,16
1155,21
1156,10
1157,18
1158,18
1159,19
1160,12
1161,18
1162,20
1163,17
1164,12
1165,7
1166,24
1167,13
1168,24
1169,26
1170,17
1171,17
1172,8
1173,17
1174,10
1175,18
1176,13
1177,15
1178,12
1179,16
1180,11
1181,23
1182,9
1183,25
1184,10
1185,8
1186,10
1187,15
1188,21
1189,10
1190,13
1191,16
1192,19
1193,9
1194,6
1195,14
1196,21
1197,9
1198,20
1199,6
1200,25
1201,15
1202,25
1203,18
1204,12
1205,18
1206,8
1207,5
1208,17
1209,22
1210,26
1211,5
1212,15
1213,24
1214,20
1215,3
1216,15
1217,7
1218,3
1219,10
1220,6
1221,11
1222,6
1223,23
1224,19
1225,25
1226,26
1227,14
1228,13
1229,21
1230,13
1231,14
1232,5
1233,11
1234,18
1235,4
1236,14
1237,25
1238,18
1239,21
1240,26
1241,18
1242,11
1243,3
1244,7
1245,4
1246,14
1247,4
1248,15
1249,12
1250,26
1251,3
1252,10
1253,25
1254,15
1255,21
1256,19
1257,15
1258,25
1259,11
1260,17
1261,16
1262,21
1263,7
1264,18
1265,6
1266,25
1267,24
1268,11
1269,17
1270,16
1271,22
1272,20
1273,14
1274,25
1275,6
1276,20
1277,10
1278,5
1279,8
1280,4
1281,8
1282,17
1283,18
1284,15
1285,15
1286,16
1287,23
1288,12
1289,14
1290,21
1291,19
1292,18
1293,4
1294,22
1295,21
1296,15
1297,10
1298,14
1299,3
1300,7
1301,22
1302,16
1303,23
1304,7
1305,9
1306,4
1307,10
1308,17
1309,14
1310,15
1311,20
1312,5
1313,9
1314,3
1315,5
1316,15
1317,18
1318,15
1319,15
1320,21
1321,4
1322,14
1323,3
1324,9
1325,6
1326,23
1327,15
1328,14
1329,7
1330,24
1331,20
1332,13
1333,19
1334,5
1335,3
1336,4
1337,15
1338,9
1339,21
1340,9
1341,13
1342,9
1343,19
1344,15
1345,23
1346,13
1347,26
1348,15
1349,13
1350,14
1351,11
1352,22
1353,10
1354,17
1355,19
1356,4
1357,12
1358,13
1359,15
1360,16
1361,25
1362,18
1363,10
1364,5
1365,22
1366,22
1367,24
1368,26
1369,24
1370,9
1371,8
1372,15
1373,24
1374,11
1375,3
1376,25
1377,16
1378,16
1379,5
1380,6
1381,4
1382,19
1383,22
1384,11
1385,25
1386,14
1387,8
1388,4
1389,21
1390,12
1391,23
1392,23
1393,17
1394,20
1395,8
1396,13
1397,4
1398,19
1399,16
1400,20
1401,6
1402,7
1403,23
1404,10
1405,3
1406,9
1407,19
1408,9
1409,24
1410,24
1411,14
1412,7
1413,19
1414,19
1415,23
1416,7
1417,7
1418,4
1419,14
1420,22
1421,24
1422,20
1423,6
1424,15
1425,6
1426,19
1427,26
1428,3
1429,16
1430,9
1431,10
1432,15
1433,14
1434,24
1435,3
1436,26
1437,11
1438,6
1439,10
1440,12
1441,3
1442,6
1443,14
1444,17
1445,14
1446,5
1447,10
1448,4
1449,23
1450,15
1451,10
1452,6
1453,17
1454,8
1455,12
1456,3
1457,6
1458,18
1459,19
1460,11
1461,3
1462,11
1463,13
1464,18
1465,7
1466,13
1467,24
1468,11
1469,25
1470,13
1471,10
1472,18
1473,9
1474,20
1475,15
1476,3
1477,9
1478,15
1479,12
1480,6
1481,22
1482,20
1483,8
1484,9
1485,22
1486,19
1487,9
1488,14
1489,23
1490,5
1491,10
1492,26
1493,19
1494,19
1495,25
1496,15
1497,3
1498,12
1499,23
1500,4
1501,7
1502,17
1503,13
1504,9
1505,4
1506,10
1507,16
1508,18
1509,12
1510,7
1511,25
1512,4
1513,7
1514,8
1515,11
1516,28
1517,12
1518,18
1519,18
1520,17
1521,21
1522,16
1523,14
1524,5
1525,8
1526,21
1527,6
1528,9
1529,22
1530,27
1531,10
1532,19
1533,16
1534,9
1535,9
1536,10
1537,15
1538,6
1539,12
1540,6
1541,3
1542,16
1543,21
1544,21
1545,8
1546,4
1547,4
1548,4
1549,16
1550,4
1551,15
1552,23
1553,4
1554,20
1555,16
1556,21
1557,10
1558,8
1559,20
1560,10
1561,17
1562,23
1563,6
1564,26
1565,8
1566,20
1567,23
1568,14
1569,12
1570,22
1571,4
1572,19
1573,12
1574,13
1575,3
1576,7
1577,10
1578,19
1579,6
1580,20
1581,3
1582,20
1583,8
1584,23
1585,19
1586,4
1587,21
1588,19
1589,14
1590,14
1591,8
1592,19
1593,11
1594,4
1595,3
1596,4
1597,26
1598,22
1599,17
1600,19
1601,23
1602,19
1603,12
1604,23
1605,13
1606,19
1607,23
1608,17
1609,17
1610,18
1611,6
1612,19
1613,20
1614,6
1615,19
1616,18
1617,21
1618,7
1619,23
1620,6
1621,3
1622,6
1623,15
1624,20
1625,10
1626,17
1627,27
1628,17
1629,12
1630,25
1631,25
1632,24
1633,10
1634,25
1635,19
1636,22
1637,16
1638,4
1639,26
1640,7
1641,10
1642,6
1643,19
1644,12
1645,21
1646,10
1647,22
1648,9
1649,3
1650,21
1651,24
1652,9
1653,8
1654,7
1655,10
1656,10
1657,12
1658,6
1659,12
1660,7
1661,16
1662,19
1663,3
1664,3
1665,14
1666,9
1667,22
1668,17
1669,24
1670,23
1671,14
1672,24
1673,11
1674,16
1675,22
1676,4
1677,26
1678,27
1679,3
1680,13
1681,12
1682,11
1683,17
1684,24
1685,11
1686,13
1687,24
1688,15
1689,5
1690,19
1691,18
1692,26
1693,6
1694,9
1695,8
1696,9
1697,10
1698,16
1699,8
1700,10
1701,25
1702,14
1703,6
1704,15
1705,22
1706,7
1707,24
1708,8
1709,21
1710,15
1711,20
1712,11
1713,20
1714,17
1715,4
1716,19
1717,12
1718,18
1719,4
1720,18
1721,12
1722,18
1723,4
1724,17
1725,13
1726,14
1727,15
1728,10
1729,15
1730,17
1731,21
1732,20
1733,13
1734,13
1735,5
1736,15
1737,8
1738,10
1739,4
1740,20
1741,17
1742,17
1743,4
1744,11
1745,19
1746,19
1747,11
1748,10
1749,12
1750,8
1751,8
1752,13
1753,7
1754,15
1755,15
1756,12
1757,18
1758,19
1759,21
1760,7
1761,7
1762,7
1763,6
1764,21
1765,19
1766,12
1767,16
1768,8
1769,15
1770,24
1771,12
1772,15
1773,4
1774,7
1775,12
1776,13
1777,21
1778,8
1779,15
1780,23
1781,5
1782,6
1783,18
1784,14
1785,4
1786,18
1787,15
1788,3
1789,16
1790,13
1791,21
1792,14
1793,11
1794,13
1795,3
1796,5
1797,7
1798,25
1799,15
1800,19
1801,27
1802,21
1803,22
1804,9
1805,21
1806,17
1807,19
1808,17
1809,24
1810,20
1811,11
1812,20
1813,11
1814,10
1815,6
1816,15
1817,16
1818,12
1819,3
1820,14
1821,16
1822,3
1823,22
1824,21
1825,19
1826,5
1827,19
1828,5
1829,24
1830,3
1831,27
1832,18
1833,8
1834,8
1835,9
1836,6
1837,5
1838,6
1839,5
1840,27
1841,16
1842,19
1843,9
1844,9
1845,11
1846,26
1847,4
1848,6
1849,24
1850,5
1851,11
1852,18
1853,20
1854,6
1855,3
1856,14
1857,15
1858,5
1859,21
1860,5
1861,24
1862,8
1863,12
1864,11
1865,5
1866,7
1867,9
1868,4
1869,8
1870,8
1871,9
1872,20
1873,13
1874,13
1875,10
1876,6
1877,5
1878,7
1879,17
1880,13
1881,21
1882,18
1883,9
1884,16
1885,23
1886,6
1887,7
1888,10
1889,16
1890,18
1891,12
1892,15
1893,9
1894,9
1895,7
1896,3
1897,8
1898,16
1899,25
1900,7
1901,7
1902,16
1903,5
1904,27
1905,7
1906,18
1907,24
1908,21
1909,15
1910,26
1911,7
1912,15
1913,16
1914,25
1915,11
1916,18
1917,10
1918,20
1919,3
1920,6
1921,12
1922,27
1923,20
1924,19
1925,13
1926,25
1927,27
1928,5
1929,16
1930,7
1931,14
1932,22
1933,26
1934,5
1935,25
1936,17
1937,10
1938,5
1939,24
1940,24
1941,10
1942,17
1943,9
1944,25
1945,8
1946,6
1947,19
1948,13
1949,8
1950,22
1951,5
1952,11
1953,16
1954,9
1955,6
1956,12
1957,15
1958,15
1959,13
1960,10
1961,4
1962,6
1963,18
1964,11
1965,8
1966,14
1967,24
1968,18
1969,22
1970,15
1971,16
1972,15
1973,4
1974,11
1975,20
1976,8
1977,4
1978,5
1979,7
1980,6
1981,9
1982,16
1983,17
1984,22
1985,26
1986,4
1987,4
1988,3
1989,5
1990,5
1991,15
1992,13
1993,10
1994,11
1995,8
1996,11
1997,16
1998,25
1999,19
2000,13
2001,8
2002,17
2003,24
2004,8
2005,26
2006,6
2007,22
2008,10
2009,3
2010,7
2011,24
2012,6
2013,15
2014,4
2015,21
2016,14
2017,20
2018,19
2019,21
2020,13
2021,6
2022,4
2023,7
2024,12
2025,13
2026,14
2027,6
2028,23
2029,14
2030,20
2031,5
2032,12
2033,10
2034,19
2035,21
2036,4
2037,14
2038,8
2039,4
2040,11
2041,17
2042,3
2043,17
2044,4
2045,10
2046,15
2047,21
2048,15
2049,19
2050,6
2051,10
2052,22
2053,19
2054,19
2055,10
2056,15
2057,6
2058,11
2059,11
2060,14
2061,10
2062,15
2063,23
2064,7
2065,12
2066,22
2067,24
2068,13
2069,20
2070,24
2071,9
2072,12
2073,11
2074,10
2075,12
2076,3
2077,26
2078,13
2079,9
2080,17
2081,15
2082,23
2083,14
2084,12
2085,4
2086,8
2087,7
2088,9
2089,12
2090,12
2091,25
2092,3
2093,6
2094,18
2095,8
2096,4
2097,14
2098,6
2099,12
2100,23
2101,21
2102,24
2103,19
2104,24
2105,3
2106,13
2107,24
2108,20
2109,7
2110,18
2111,7
2112,18
2113,12
2114,5
2115,19
2116,26
2117,5
2118,19
2119,24
2120,9
2121,23
2122,13
2123,3
2124,7
2125,22
2126,7
2127,12
2128,5
2129,4
2130,8
2131,13
2132,22
2133,15
2134,5
2135,5
2136,22
2137,8
